,MONTH,LAT_0hr,LONG_0hr,STORM_SPEED_0hr,STORM_DIR_0hr,LAT_60hr,LONG_60hr,STORM_SPEED_60hr,STORM_DIR_60hr,34kn_pop,34kn_assets,64kn_pop,64kn_assets,96kn_pop,96kn_assets,mag_0hr,ang_0hr,mag_60hr,ang_60hr,dist_0hr,dist_60hr,EP,NI,SA,SI,SP,WP,34kn_pop_qz,34kn_asset_qz
149,7,11.5781,153.096,7,294,20.8116,144.621,16,305,44760,6728307003.0,0,0.0,0,0.0,1658.7348873951273,91.49198935514862,1528.6853699100602,88.77545692008366,2.919479089295899,0.373319140875456,0,0,0,0,0,1,0,0
153,8,20.9526,126.503,11,350,29.6955,121.189,13,302,5335089,109000000000.0,0,0.0,0,0.0,1475.5710979052083,90.947833146347,1680.4328173360636,90.61284159429707,3.9000244885970905,0.0,0,0,0,0,0,1,1,1
154,8,9.93727,136.358,18,304,19.6988,123.168,11,327,1992,21042728.0,0,0.0,0,0.0,344.94447209391063,89.5085087781859,907.1729796704444,91.1112750973207,1.7618661270417217,1.0416969411359607,0,0,0,0,0,1,0,0
156,8,27.6331,122.044,12,48,35.0313,126.795,29,34,10028439,1780000000000.0,536959,97410718952.0,0,0.0,2231.5213603003767,90.81739357164768,1886.623046891846,90.21166443044609,0.674706615515958,0.0,0,0,0,0,0,1,1,1
157,9,17.704,-104.951,9,282,18.6502,-110.09,5,307,389375,5969908179.0,0,0.0,0,0.0,1541.157890081838,91.29789296684842,1402.7343214446682,91.50928046434255,1.4521082578530424,0.8197844369357132,1,0,0,0,0,0,0,0
161,9,9.56495,152.353,10,276,12.6922,139.846,16,305,8101294,182000000000.0,3181696,73999396478.0,2075307,44015198951.0,1615.5547193210714,91.35222713641974,1017.6456338517147,91.22940470250592,0.7948105261066954,2.6053615611858945,0,0,0,0,0,1,1,1
163,9,13.0806,144.243,17,321,18.7136,139.68,8,337,15497115,2150000000000.0,2376395,309000000000.0,0,0.0,690.3312279191472,88.4764469999918,974.3133876457705,88.74327051307179,0.42955981971898044,3.977088355525577,0,0,0,0,0,1,1,1
164,10,19.2853,-105.958,7,256,25.2665,-110.77,7,346,1474699,25662065325.0,0,0.0,0,0.0,1685.443560831002,91.21906353569156,1610.7796317635655,91.08108508660155,0.7792950732713493,0.024456164849333936,1,0,0,0,0,0,0,0
165,10,11.2652,116.082,10,60,16.2517,117.932,8,284,249425,3079897824.0,0,0.0,0,0.0,2375.6710603739853,88.49857451394128,1387.3628275820045,91.5410946684858,0.4930581156987267,1.8209371074227105,0,0,0,0,0,1,0,0
166,10,15.82,133.417,8,277,18.8074,133.395,13,101,12678848,1560000000000.0,8194,1220940667.0,0,0.0,577.0258285653688,90.97274842368223,399.1177996677049,89.2991622119169,5.3210226847041335,3.137144036721287,0,0,0,0,0,1,1,1
168,10,18.8994,127.904,3,304,23.9027,125.158,6,68,72788272,8290000000000.0,7114453,962000000000.0,0,0.0,1241.9713662768474,91.02053667726454,1005.1364698050473,90.62146861678426,5.5993412831086555,0.8105411646480378,0,0,0,0,0,1,1,1
169,11,9.4,128.553,2,172,8.85248,123.789,8,281,7955320,80383607186.0,51281,783191093.0,0,0.0,1079.5532047196223,88.77686240301439,1067.575227341986,89.20676810894784,2.2740868057365318,0.2317706861727782,0,0,0,0,0,1,1,1
170,1,-13.9432,176.633,22,279,-19.1043,174.555,9,250,349562,1447198247.0,0,0.0,0,0.0,4006.674977680167,91.53130938278463,3748.990958040981,91.45172383523278,1.4762024853281435,2.8996405828697127,0,0,0,0,1,0,0,0
171,2,-19.9342,133.245,4,313,-17.3507,127.291,11,286,26683,1416205600.0,7446,512715408.0,0,0.0,4667.481577412928,91.4116914093062,4313.596494159503,91.51697465541348,0.0,0.0,0,0,0,1,0,0,0,0
172,3,1.72501,153.627,5,281,3.09767,148.126,8,291,465955,4944528116.0,0,0.0,0,0.0,2107.0108092543437,90.95872688074293,2323.5261024202,90.93256518530063,1.3030640450188797,3.7680589899695036,0,0,0,0,0,1,0,0
173,3,-11.5416,137.912,6,245,-11.9092,134.731,6,245,4326844,563000000000.0,1127,67478849.0,0,0.0,209.525738835048,91.06482082851578,598.4619730699254,91.00475973896344,1.0811515906999367,0.04382128922111123,0,0,0,0,1,0,1,1
174,4,5.87436,146.625,14,273,11.2208,134.502,7,263,1352597,123000000000.0,491748,50605364981.0,0,0.0,1212.0804116354095,90.90242809811468,620.4144589424565,90.65778299396901,1.5308999673558021,3.136619956714075,0,0,0,0,0,1,0,0
176,7,12.1101,125.56,6,286,18.6061,111.715,16,293,9018220,213000000000.0,4741005,105000000000.0,17954,538771996.0,1339.5238881377309,88.48350654463685,2055.686242204281,91.42902863286217,0.0,1.169017278752119,0,0,0,0,0,1,1,1
177,7,21.9958,133.735,14,270,21.467,123.095,11,328,7704091,188000000000.0,0,0.0,0,0.0,1049.751724894671,90.42261652603635,998.3455108286016,90.94915221309984,2.8244861810906277,1.1919003751455108,0,0,0,0,0,1,1,1
178,7,13.8876,145.105,16,28,20.2007,143.272,7,264,199752568,4320000000000.0,74115352,1650000000000.0,14295678,357000000000.0,790.3294325119172,88.58134613478394,1377.0088126954645,88.76653665709308,0.23050274522660186,1.6495812022025425,0,0,0,0,0,1,1,1
179,8,8.67009,136.4,10,307,16.7411,123.945,14,298,973962,7907378425.0,0,0.0,0,0.0,467.2636074062621,89.65441939526103,748.9139606820626,91.4458701632256,0.9896620246210284,1.4604409846070432,0,0,0,0,0,1,0,0
180,8,16.6325,126.214,13,19,21.0893,126.873,1,322,20934264,2770000000000.0,8695611,1120000000000.0,1235248,184000000000.0,1317.1049262126558,91.25180862417606,678.8389535571458,90.65838281785616,3.177333914726778,3.885822252632897,0,0,0,0,0,1,1,1
181,8,18.45,107.7,4,75,22.49,108.845,10,16,958890,16256543169.0,0,0.0,0,0.0,3278.818304594659,91.38507777229576,2404.870045929411,91.27919441120117,0.9772411587832298,0.0,0,0,0,0,0,1,0,0
182,8,14.1377,142.499,10,281,18.9159,129.363,14,252,4513118,105000000000.0,1421638,28345887998.0,264341,3971607167.0,519.5743195804009,88.71511628462703,351.75818359127777,90.47027625299583,2.229313012614416,5.836999578299795,0,0,0,0,0,1,1,1
183,9,23.7551,140.257,7,70,22.2131,139.874,10,233,1097948,35381864649.0,152727,5153869743.0,0,0.0,1157.9832722862127,89.78668235047708,1137.15378294352,89.04549416246678,1.2802009510268137,2.548409499474127,0,0,0,0,0,1,0,0
185,9,17.2546,-105.255,14,299,19.8836,-117.603,10,282,6849,131711955.0,0,0.0,0,0.0,1563.1103994067992,91.3330909225165,2193.352056277352,91.4724331886836,1.9899080018244568,3.2047967915822606,1,0,0,0,0,0,0,0
186,9,17.9147,131.115,6,323,23.6474,123.456,7,309,30812506,635000000000.0,0,0.0,0,0.0,901.7075805747413,90.92150131017915,1102.7124186472092,90.76413412576541,5.566154298717912,0.49765810374693925,0,0,0,0,0,1,1,1
187,9,12.0001,128.503,8,270,15.9052,123.918,10,353,14379400,279000000000.0,0,0.0,0,0.0,1021.7032835423912,88.51216113003814,748.1071831392356,91.56519556299538,2.8250799302407428,1.5564441537919065,0,0,0,0,0,1,1,1
188,9,15.1675,142.139,3,320,15.2052,136.082,6,302,7866147,981000000000.0,1287941,115000000000.0,1178563,101000000000.0,523.6198236816574,88.94013591375229,557.957652403993,91.44363585784775,3.018098324896803,5.218944469800096,0,0,0,0,0,1,1,1
190,10,11.2275,131.62,14,12,17.7131,133.726,5,343,3340009,77487352404.0,231732,3401879505.0,0,0.0,700.508496693847,88.67227932024424,353.9855240068605,89.01026851654768,4.409780038059501,3.5929913204927164,0,0,0,0,0,1,1,1
193,11,8.35252,153.183,5,332,10.8586,147.206,14,275,43996783,381000000000.0,12252209,140000000000.0,774168,8104447515.0,1738.1812941705132,91.28918761997231,1838.6079464026511,91.2726181105283,0.9059322040252278,2.441020948009459,0,0,0,0,0,1,1,1
194,11,-12.0753,156.515,4,157,-13.3534,159.535,5,82,97687,420817869.0,41689,164094829.0,0,0.0,1837.4253885176513,88.45315515100611,2172.215258101249,88.50621138193247,2.2062181455458827,1.7736276455361173,0,0,0,0,1,0,0,0
195,11,9.39001,135.668,10,315,14.0151,126.939,7,266,50636209,446000000000.0,4384674,55494193681.0,0,0.0,434.30702833881224,89.42191295321507,468.02217540484924,88.86505566324038,1.6048545645749333,2.2586284860261916,0,0,0,0,0,1,1,1
196,12,13.897,127.978,9,309,13.6912,121.889,7,256,42697654,367000000000.0,11832503,125000000000.0,234403,2970940900.0,1077.5574571898467,91.45843595075566,996.2393476785418,88.66569036786134,2.995111888147915,0.12084370314170227,0,0,0,0,0,1,1,1
197,1,7.24238,139.212,12,279,9.80986,127.592,12,286,3410749,33331235671.0,0,0.0,0,0.0,610.1403808224906,90.23613210263602,728.664109427612,89.49837379579087,1.4554172252945399,1.4214654037777363,0,0,0,0,0,1,1,1
198,4,4.9076,135.551,10,347,10.6386,128.404,8,325,48687,549985794.0,0,0.0,0,0.0,883.999534101982,89.71239949623404,609.4647631578613,89.55245935781026,2.4288807708640134,2.3821964710546015,0,0,0,0,0,1,0,0
200,6,5.7125,155.175,9,311,11.7343,143.365,17,279,48211316,6080000000000.0,16303937,2000000000000.0,0,0.0,2043.4163078529632,91.18288115393379,1411.9678678923935,91.25040869536242,1.3643657084480922,1.9712342139170007,0,0,0,0,0,1,1,1
202,7,15.9129,116.852,10,276,18.4997,109.478,6,270,6135540,147000000000.0,0,0.0,0,0.0,2287.060069922924,91.42288260827596,2290.221276638564,91.44854256916499,2.896356621387805,0.0,0,0,0,0,0,1,1,1
203,7,7.4914,140.499,20,312,12.9468,127.772,10,309,87827260,2080000000000.0,11516105,310000000000.0,223981,7493955372.0,634.0385561368803,90.45989398460512,454.10538164267626,89.1779754294137,0.629262832016162,2.3594248223253556,0,0,0,0,0,1,1,1
204,7,11.8473,-108.913,14,266,11.6474,-118.166,7,279,99052,17803895503.0,0,0.0,0,0.0,1948.6857607402028,88.53860876432827,2381.848628553876,88.71131255609617,1.5660141186697534,7.508167499404962,1,0,0,0,0,0,0,0
206,8,7.53751,144.315,6,280,10.5158,136.427,10,318,1340784,146000000000.0,54798,6471977421.0,27045,3109771994.0,900.1504581268543,90.8872203329817,817.618649455462,90.80044541738535,0.30485204731476506,1.9338461620793561,0,0,0,0,0,1,0,0
207,8,16.5675,118.764,4,208,17.9715,114.016,5,291,9236805,212000000000.0,3004629,74604992155.0,0,0.0,2092.233617092867,91.37518036282255,1808.952008815367,91.44683074139668,1.0454644443121974,1.8241078460916227,0,0,0,0,0,1,1,1
208,8,23.055,136.547,13,226,32.2929,133.353,18,14,23746945,2800000000000.0,0,0.0,0,0.0,1069.7670198370067,90.12896970664048,1616.603022577591,89.85255868851652,2.6676483922220724,0.5421946003576662,0,0,0,0,0,1,1,1
209,8,14.5051,152.81,11,339,17.8197,144.72,9,322,62169167,7790000000000.0,17262398,2100000000000.0,5648,999138487.0,1622.9279504396948,88.54425299445603,1481.9329163004131,88.5697726500636,5.756027969946812,1.0140422709004906,0,0,0,0,0,1,1,1
210,9,14.9901,209.972,9,270,20.3177,199.218,14,308,0,9703.0,0,0.0,0,0.0,6333.82727297565,88.43312234544008,6677.846718476884,88.43759617604478,37.26919109372963,30.05775850186698,1,0,0,0,0,0,0,0
212,9,17.7551,125.387,9,57,20.1962,128.765,5,293,79502115,1770000000000.0,23558612,505000000000.0,931838,24687693319.0,1436.0572918706266,91.19178723382247,494.87529256731847,90.46053994468615,2.933830628164659,4.9042850472491955,0,0,0,0,0,1,1,1
214,9,9.85882,146.888,9,301,14.6628,136.303,17,290,1313255,117000000000.0,1260283,111000000000.0,1112421,93933704551.0,1030.2795261880053,91.25724778607824,591.4488080621859,91.3511536765063,1.6274655732706138,5.362608262447766,0,0,0,0,0,1,0,0
215,9,11.6526,134.29,6,287,16.4289,124.375,17,297,21185063,551000000000.0,5628,20174035.0,0,0.0,408.0248764238667,88.73345842180792,700.625982085089,91.48491843488964,3.5869137496261345,1.9582102099417245,0,0,0,0,0,1,1,1
217,10,17.4286,-119.646,5,283,23.767,-114.757,7,66,1698668,35255405905.0,865411,15292262939.0,12263,312467648.0,3081.676237987106,91.44498441539784,1948.0481170175237,91.25124218129001,4.958751678000519,2.6582826905579533,1,0,0,0,0,0,0,0
218,10,8.55514,149.993,10,276,12.9868,145.25,10,354,0,14.0,0,0.0,0,0.0,1398.306630663069,91.23523133919116,1572.7640006533666,91.37260415219801,0.31868807451801623,0.5706327321877082,0,0,0,0,0,1,0,0
219,10,15.135,117.71,5,232,14.3407,115.761,8,269,1113,29067757.0,0,0.0,0,0.0,2189.180312348397,91.45455035785128,1634.318803606542,88.52953166758712,2.176156067521355,3.2013284460606353,0,0,0,0,0,1,0,0
220,10,13.0004,131.755,15,270,16.4361,118.215,15,302,655863,26125269658.0,0,0.0,0,0.0,664.2416771380653,91.53478462899425,1357.151577001487,91.52593228176542,5.735499214233067,1.5585604123000771,0,0,0,0,0,1,0,0
221,10,13.8292,-103.191,19,342,20.9775,-106.258,10,6,1602726,28881914233.0,4743,195543438.0,0,0.0,1311.8658196822203,91.56925950711255,1036.672210973093,91.24906794520116,4.038090890912194,0.29923579157079655,1,0,0,0,0,0,0,0
222,10,14.45,154.998,4,284,15.4924,150.139,5,267,8194,1220940667.0,0,0.0,0,0.0,1857.5511555802484,88.5264663547873,2058.0392778096107,91.55136538421112,6.290241593466259,4.108265951082047,0,0,0,0,0,1,0,0
223,11,10.536,160.269,9,260,9.18396,149.403,22,288,1204712,105000000000.0,0,0.0,0,0.0,2449.5049645151876,91.47091510879514,2125.5501952357554,91.22400760853304,0.8766691705358316,0.6362906386895878,0,0,0,0,0,1,0,0
224,11,12.0625,-162.435,7,15,18.1599,-160.629,7,347,41893,7202139388.0,0,0.0,0,0.0,7711.39166207357,88.45368268905217,6709.692968687238,91.56567462024832,5.624866042194605,3.4911743617048123,1,0,0,0,0,0,0,0
225,1,-11.0703,137.012,4,157,-13.0469,135.931,7,325,5510,582174101.0,0,0.0,0,0.0,319.74273434934025,91.07293135903525,425.7460532497445,91.08455355635567,0.24759080429612462,0.0,0,0,0,0,1,0,0,0
226,3,-16.0674,116.814,6,249,-19.3504,113.711,5,204,17385,1237308367.0,1930,213556066.0,0,0.0,2918.991013888553,91.4564371136703,2878.8973539285,91.41648712214452,2.5644669178018344,2.0637028098834906,0,0,0,1,0,0,0,0
227,3,-17.4012,150.798,1,0,-20.2913,147.013,6,256,356744,32632212902.0,37161,5195401825.0,0,0.0,1307.2350897107783,91.15655393828264,972.2726932636442,90.95220612017661,0.9218970954987348,0.0,0,0,0,0,1,0,0,0
229,5,14.598,114.062,10,78,17.975,113.535,3,323,25736094,645000000000.0,0,0.0,0,0.0,2578.592210469039,91.49460338462566,1859.715018018302,91.45002978442967,2.4330279866117466,1.5276918992954713,0,0,0,0,0,1,1,1
230,6,12.2052,-98.51,10,281,14.155,-104.291,7,298,392792,4132413432.0,182963,1471652643.0,0,0.0,826.8355532290076,88.64088977290942,882.2498696188471,88.88690563890414,3.8201499051186465,4.191343490291029,1,0,0,0,0,0,0,0
231,6,20.5552,127.189,11,18,22.4986,125.099,11,341,1149155,98996407966.0,0,0.0,0,0.0,1393.9438350560913,90.94197093644738,904.5579545801186,90.71975045632256,4.4990689926758165,2.013674083151746,0,0,0,0,0,1,0,0
232,6,-28.1157,155.0,6,4,-30.4396,157.749,20,90,1805,854568236.0,0,0.0,0,0.0,2253.869831617595,90.77761231752365,2411.6789919570883,90.86704799929417,1.421016406303594,1.6797331744309945,0,0,0,0,1,0,0,0
233,6,4.25748,158.143,6,270,12.7927,150.299,13,310,155683,15246545499.0,0,0.0,0,0.0,2408.3354394282765,91.17268027761902,2112.8223311549805,91.41356942857686,1.749209559902134,3.806377314729715,0,0,0,0,0,1,0,0
234,7,16.2076,134.674,7,303,20.0147,128.2,9,300,49038918,1050000000000.0,17676874,361000000000.0,4053448,77989264483.0,498.3688241832803,90.75190480635561,509.8500421232272,90.57919190758803,4.446525155122367,5.356254415790203,0,0,0,0,0,1,1,1
235,7,5.32376,145.679,11,328,14.3492,137.674,8,280,50251339,5790000000000.0,3696673,588000000000.0,0,0.0,1172.282972908792,90.80790570792203,742.633355218477,91.35009270902039,2.1403222294766704,4.707143221321817,0,0,0,0,0,1,1,1
236,7,19.378,115.867,16,140,17.6752,119.414,10,29,13866077,107000000000.0,5761297,25486166329.0,0,0.0,2445.4484957950917,91.27956983728329,1237.518721322478,91.41474589225959,1.5741941683185066,0.927040260463379,0,0,0,0,0,1,1,1
237,7,16.3571,-100.706,13,293,22.1997,-112.505,18,308,3213920,49987218651.0,0,0.0,0,0.0,1070.6144000516529,91.3131906894223,1691.2576037123383,91.29921054497099,0.7512806774149093,2.2476521714985176,1,0,0,0,0,0,1,1
238,8,15.0825,118.46,11,5,20.2749,115.261,5,264,13429733,374000000000.0,0,0.0,0,0.0,2108.508626819593,91.45276864254751,1711.4367246097725,91.29623393301507,1.4486045135826418,1.5059983240256314,0,0,0,0,0,1,1,1
240,8,12.745,138.965,11,5,22.9012,133.429,13,344,71368295,8230000000000.0,1892003,256000000000.0,0,0.0,117.76785444138615,91.5387938126653,755.7452081203528,89.65658013655502,2.757177230811429,2.726195228331612,0,0,0,0,0,1,1,1
241,8,14.5201,114.318,6,80,19.251,115.859,5,342,6650630,153000000000.0,0,0.0,0,0.0,2550.9128028332384,91.49706626724367,1630.9025102740236,91.34962331979996,2.6505805059337506,1.6869257645269988,0,0,0,0,0,1,1,1
243,8,15.5978,129.59,17,44,17.61,125.606,10,330,18998640,383000000000.0,0,0.0,0,0.0,941.0134056516088,91.24310206969825,592.4337211512035,91.25331140847956,5.300458615430272,3.1218326386628954,0,0,0,0,0,1,1,1
244,8,8.245,146.05,6,14,12.5521,139.296,13,292,115067120,2690000000000.0,48276407,1170000000000.0,10381582,217000000000.0,1016.0412827939672,91.06410638623385,967.1409844117459,91.19432375300079,0.5663274143196718,2.496285286641933,0,0,0,0,0,1,1,1
245,8,15.0025,111.142,3,90,17.2275,117.015,8,69,44254666,1030000000000.0,0,0.0,0,0.0,2893.1187747031463,91.48785493879504,1487.2357976103865,91.47314770742668,0.7806084513948082,2.9104605522702083,0,0,0,0,0,1,1,1
247,9,9.19999,145.542,10,270,11.4473,135.635,15,305,26950073,628000000000.0,2652899,66971403351.0,0,0.0,919.3230125494957,91.13374404523448,687.1839890554287,90.81853378522537,0.15892749963742478,3.1103377603141524,0,0,0,0,0,1,1,1
248,9,18.8425,116.67,5,225,16.9298,104.915,14,250,2092947,43676118509.0,0,0.0,0,0.0,2351.514451613499,91.29237162569136,2772.868665167452,91.52990186280302,1.8640664284313988,0.0,0,0,0,0,0,1,0,0
249,9,10.3075,141.853,7,335,16.6459,133.449,8,297,42465521,4720000000000.0,4698838,691000000000.0,103011,10498745692.0,506.47075202912964,91.01421416663119,282.2328540591765,88.72758098483796,1.4200551060339295,4.606436562586738,0,0,0,0,0,1,1,1
251,9,13.3496,147.115,9,253,13.6867,137.258,8,325,48356934,5480000000000.0,14995244,1860000000000.0,1318295,210000000000.0,1002.0418010082125,88.49082855135973,718.6631550093043,91.23993592070944,2.0041077685306923,4.153471742274527,0,0,0,0,0,1,1,1
253,9,15.6997,-100.55,5,293,17.617,-105.775,9,304,5396173,83244526963.0,1667810,20634518161.0,9913,282195967.0,1041.030939479655,91.37469607521625,948.2587928439983,88.45334268862435,1.287151414897254,1.8701405525181798,1,0,0,0,0,0,1,1
255,10,12.456,127.682,15,281,13.2984,116.704,9,272,46281573,390000000000.0,881896,9791324039.0,0,0.0,1107.0291839008441,88.46094046823492,1552.3043520705332,88.6079746301115,2.143466203863507,2.6072395551757404,0,0,0,0,0,1,1,1
256,10,9.98753,149.158,9,325,13.2363,139.819,8,266,3459311,27289337336.0,61647,572505846.0,0,0.0,1264.8665269120706,91.32810415749412,996.7321317119491,91.2836708718513,1.3710738804619709,3.147797788407794,0,0,0,0,0,1,1,1
257,11,10.1475,119.202,3,0,10.9973,123.52,11,85,6489762,53550036085.0,0,0.0,0,0.0,2054.458817160581,88.56921237894427,947.3373290119794,89.01155336211272,0.0,0.02437291882397329,0,0,0,0,0,1,1,1
262,7,8.30015,144.89,10,270,10.1562,135.556,14,324,94389223,2210000000000.0,19584382,453000000000.0,0,0.0,903.3520511744313,91.00219819754132,780.4741802882426,90.68268313832924,0.4472357506472317,2.2254624634122697,0,0,0,0,0,1,1,1
264,7,15.7902,114.247,9,270,21.3479,104.398,12,285,3250781,68528149286.0,0,0.0,0,0.0,2563.768968980643,91.44409311284986,2841.039524113468,91.36692459450308,1.7400907687695553,0.0,0,0,0,0,0,1,1,1
265,7,20.6953,147.0,10,258,19.0575,138.779,6,313,89348937,10500000000000.0,11318162,1530000000000.0,12779,1180691209.0,1270.5242800961594,89.1439951967948,894.7585675371752,88.8146537708449,1.870784955168556,3.016755075483763,0,0,0,0,0,1,1,1
266,8,15.8026,-141.067,3,260,16.08,-149.938,10,291,1052499,185000000000.0,83849,14679612138.0,0,0.0,5368.141631223217,91.53099730708874,5635.641184475286,88.46219827333276,14.232565253706744,5.94927122390005,1,0,0,0,0,0,0,0
268,8,15.2627,152.5,11,297,25.0823,142.128,12,327,50584016,5850000000000.0,25158945,2770000000000.0,1908777,299000000000.0,1597.9146294632808,88.59742651626561,1483.685509543708,89.11709851691985,6.479606908479865,0.807872033629068,0,0,0,0,0,1,1,1
269,8,16.4178,139.635,11,270,16.7694,131.44,13,279,2485544,48847092609.0,0,0.0,0,0.0,425.75956220646316,89.55043971011698,108.4061011959877,89.47214538277932,5.349852833495238,5.909343478520774,0,0,0,0,0,1,1,1
270,8,12.2424,139.852,11,63,15.7955,138.463,11,277,71509351,1590000000000.0,22941360,490000000000.0,3519672,79347065209.0,221.55270373376965,91.30481874613186,807.6491661385367,91.56145575736382,2.1566889884508154,5.201685824178257,0,0,0,0,0,1,1,1
271,8,12.0921,146.495,23,295,14.8383,131.878,13,278,12055766,248000000000.0,298602,5771592040.0,0,0.0,938.356679140567,91.49114914056939,148.15247762867403,90.75378122071346,2.102551317576826,6.876492882945845,0,0,0,0,0,1,1,1
272,9,13.3505,-94.7532,15,282,17.9991,-104.412,6,270,4223010,72011374517.0,684819,10969014082.0,2131,26934731.0,404.2470422498579,88.55246808248587,802.9026914445018,91.54892377014917,2.6043905899635074,0.9086230932884185,1,0,0,0,0,0,1,1
273,9,13.0302,131.48,8,304,18.3642,121.498,14,277,39962545,855000000000.0,0,0.0,0,0.0,694.0986646674517,91.53168061465871,1031.8824360907322,91.31144036698439,5.907213631253585,0.0,0,0,0,0,0,1,1,1
274,9,13.6001,147.86,9,270,16.8,134.876,17,301,3247147,565000000000.0,2166319,349000000000.0,74505,15496112780.0,1083.78769214976,88.51121559226547,433.487165338474,88.66067167370655,2.5755932802880768,3.8206463876072045,0,0,0,0,0,1,1,1
275,9,10.4262,158.641,28,249,17.2378,145.39,9,291,59148872,7240000000000.0,37883958,4480000000000.0,11097297,1370000000000.0,2274.939246616133,91.45791655284782,1548.6199663368611,88.52367928890415,2.242331299734274,0.4469120809924661,0,0,0,0,0,1,1,1
277,10,14.5035,118.463,15,93,18.2677,118.904,6,328,1215964,5823479969.0,0,0.0,0,0.0,2104.916921787523,91.48225117611285,1298.9795420024352,91.37341514360749,1.5591460961131902,1.544996953014794,0,0,0,0,0,1,0,0
